,clustering_coefficient
100324225,0.0
764722556,0.0
1516606831,0.0
1459793092,0.0
2058596260,0.0
1187747958,0.0
1534085071,0.0
6820395843,0.0
2116878914,0.0
1025580575,0.0
5199184311,0.0
2013299615,0.0
5898174419,0.0
1557982170,0.0
5711353924,0.0
1507615462,0.0
1582616982,0.0
1629792199,0.0
989815231,0.0
1547778439,0.0
1311400399,0.0
1526895179,0.0
1281427545,0.0
679571998,0.0
1534942995,0.0
1384473297,0.0
1625378354,0.0
1175858426,0.0
1229834915,0.0
1994562085,0.0
1402201280,0.0
1538621865,0.0
1585037613,0.0
801553104,0.0
1535878722,0.0
6423781247,0.0
5515283859,0.0
1540784905,0.0
1566336523,0.0
847314990,0.0
1856988620,0.0
1529903978,0.0
5513538261,0.0
6314981887,0.0
7190413910,0.0
1552750649,0.0
1510283183,0.0
6585151871,0.0
6078970259,0.0
7135425915,0.0
1516622694,0.0
1463272587,0.0
1414825226,0.0
1568629439,0.0
1493504727,0.0
1244046139,0.0
1137302796,0.0
665219963,0.0
1079012820,0.0
6170502435,0.0
5271785237,0.0
1563725535,0.0
2003483612,0.0
1661750078,0.0
897994294,0.0
1543726095,0.0
1755684859,0.0
cotlovan_contrust,0.0
504269795,0.0
2036192755,0.0
1574074698,0.0
1696389756,0.0
1520868456,0.0
1552016364,0.0
1568798512,0.0
1436601340,0.0
867695589,0.0
1923632921,0.0
1180876507,0.0
2053631937,0.0
1478828346,0.0
637854552,0.0
1633328582,0.0
1932665520,0.0
1490769885,0.0
1525742947,0.0
685264547,0.0
192652708,0.0
6339645815,0.0
712980331,0.0
5475950281,0.0
1498994759,0.0
5199737902,0.0
1588294909,0.0
6365981772,0.0
5348061114,0.0
7338927564,0.0
115875223,0.0
1779403214,0.0
1514553015,0.0
5304139252,0.0
1550635223,0.0
1536319961,0.0
1626951863,0.0
5117254644,0.0
1401011937,0.0
1102778261,0.0
7287370556,0.0
1520221277,0.0
1557725666,0.0
1838689678,0.0
1749339483,0.0
1546656038,0.0
5161283040,0.0
913940278,0.0
1090239852,0.0
1540440572,0.0
1426106221,0.0
2071801125,0.0
1464061788,0.0
5028440289,0.0
1655896551,0.0
5253548612,0.0
1859007897,0.0
1596702213,0.0
1535175354,0.0
1519206988,0.0
749559114,0.0
1691540490,0.0
1280571494,0.0
1352219848,0.0
7046722119,0.0
1517542695,0.0
1943318872,0.0
1509244269,0.0
1556403157,0.0
5159638869,0.0
1403157341,0.0
6490555788,0.0
1718358541,0.0
7222317082,0.0
552572118,0.0
1454992099,0.0
1560262749,0.0
1543223777,0.0
256757296,0.0
1920157308,0.0
1264829594,0.0
7462441958,0.0
1698938285,0.0
5705901603,0.0
6495641030,0.0
1267033174,0.0
6790491469,0.0
1886398351,0.0
1469675801,0.0
6642267395,0.0
7252470398,0.0
6898486260,0.0
1514835256,0.0
1959452496,0.0
1540997818,0.0
1680500213,0.0
939971942,0.0
1561073655,0.0
6230960894,0.0
1422815638,0.0
1818796442,0.0
1538862647,0.0
1512571377,0.0
1561917781,0.0
1530652542,0.0
1899028378,0.0
7268565756,0.0
1467795889,0.0
1429466692,0.0
1543879940,0.0
1471757771,0.0
1455913345,0.0
1534082045,0.0
297591138,0.0
1576021205,0.0
1566002491,0.0
1570635216,0.0
1135765130,0.0
1959292261,0.0
111139967,0.0
6561624146,0.0
1472334305,0.0
1594723281,0.0
1698568301,0.0
1500544571,0.0
6515203725,0.0
1876893830,0.0
1819961502,0.0
1430917623,0.0
247294562,0.0
1155816284,0.0
1528068885,0.0
1365559094,0.0
934487175,0.0
327871750,0.0
978275559,0.0
6359038069,0.0
1653988278,0.0
7351642591,0.0
1544732930,0.0
1628356300,0.0
1525543834,0.0
1922222099,0.0
6765263078,0.0
1506625902,0.0
5815930552,0.0
5699999883,0.0
1577381812,0.0
1564949892,0.0
1556055651,0.0
5158341474,0.0
1637877271,0.0
6253589906,0.0
1509063238,0.0
7011196316,0.0
7088795056,0.0
6391821899,0.0
7039221029,0.0
7182072420,0.0
5021247700,0.0
81769536,0.0
1272424032,0.0
1924396717,0.0
1433934617,0.0
6107674707,0.0
5192145271,0.0
5731543916,0.0
1631522682,0.0
5610120295,0.0
1457898212,0.0
34946335,0.0
5680316218,0.0
899204810,0.0
1556705313,0.0
5638390980,0.0
1896162248,0.0
7162219342,0.0
1415256339,0.0
5278983355,0.0
5485305756,0.0
1268179641,0.0
1943814675,0.0
1547765922,0.0
1495689543,0.0
800656614,0.0
1547427567,0.0
2092554127,0.0
5995701758,0.0
1563815279,0.0
5231755082,0.0
1625823975,0.0
7536363177,0.0
1576676569,0.0
2036782425,0.0
5330952036,0.0
7260671805,0.0
1696382635,0.0
6418877352,0.0
7106537535,0.0
1598413010,0.0
1558647091,0.0
7010531382,0.0
7395757049,0.0
1153228304,0.0
1507234331,0.0
1917227190,0.0
1592526542,0.0
6134324136,0.0
198491226,0.0
1592314978,0.0
1542129571,0.0
1482651675,0.0
1624715842,0.0
1538873801,0.0
7418587517,0.0
1574857981,0.0
7538095234,0.0
7323028628,0.0
5052403438,0.0
1661762152,0.0
685278629,0.0
6493004992,0.0
5255548598,0.0
1019828087,0.0
1957582797,0.0
1380867650,0.0
1542987924,0.0
1520758609,0.0
1516524497,0.0
6319780890,0.0
1587002033,0.0
6233961060,0.0
1641192265,0.0
1428513637,0.0
1561033209,0.0
1464462606,0.0
1595725205,0.0
1729129682,0.0
1375279022,0.0
1569262694,0.0
1666907289,0.0
1541704394,0.0
7429835707,0.0
49270100,0.0
1960171155,0.0
5134606489,0.0
510502384,0.0
6013121380,0.0
1573233600,0.0
6812391562,0.0
770457419,0.0
2015344061,0.0
891490062,0.0
1495838916,0.0
5307911781,0.0
1155386002,0.0
6476910245,0.0
1434193579,0.0
1565945945,0.0
364439598,0.0
7412467028,0.0
7316237780,0.0
6352008658,0.0
1455352896,0.0
1537027936,0.0
1854983837,0.0
1569900845,0.0
6200969596,0.0
1553571408,0.0
1659069958,0.0
1570447165,0.0
1500500915,0.0
1550787602,0.0
1572578336,0.0
1144472418,0.0
1586978588,0.0
1627085196,0.0
2132076456,0.0
7326997968,0.0
6250360398,0.0
1504153939,0.0
400098918,0.0
1603503123,0.0
801699776,0.0
5000187973,0.0
7353523318,0.0
703095659,0.0
1343096351,0.0
813818520,0.0
7339847682,0.0
1144189528,0.0
7039060292,0.0
1288316572,0.0
558102652,0.0
6170638441,0.0
1657294331,0.0
6577658639,0.0
1775837593,0.0
1455464309,0.0
1637839664,0.0
1556987139,0.0
2037176950,0.0
6102721375,0.0
1592820301,0.0
1524669420,0.0
1569821486,0.0
1251561842,0.0
5913822022,0.0
2012360575,0.0
7166985202,0.0
7468132218,0.0
1289925802,0.0
7134001337,0.0
6178780275,0.0
5563064299,0.0
5352205971,0.0
1568975370,0.0
1835764646,0.0
1522628814,0.0
1509070232,0.0
1612755102,0.0
41846145,0.0
1671518748,0.0
1526271203,0.0
1924951988,0.0
6406936433,0.0
5638839213,0.0
1790717732,0.0
6088680197,0.0
5903912639,0.0
6229290388,0.0
1564480043,0.0
7102192823,0.0
1528642172,0.0
5119844369,0.0
1619577995,0.0
103196313,0.0
1521808058,0.0
1531869286,0.0
7198016753,0.0
1269867126,0.0
1877519336,0.0
7149701807,0.0
7147025640,0.0
8007681752,0.0
1519856017,0.0
2123941528,0.0
1581197576,0.0
5999712315,0.0
1571202358,0.0
7173137745,0.0
1905536289,0.0
1561219927,0.0
1570731387,0.0
2098330326,0.0
5252840704,0.0
1782311091,0.0
929604865,0.0
1794873593,0.0
1390148338,0.0
5533616832,0.0
5362337222,0.0
7199787700,0.0
1903037440,0.0
1471181386,0.0
1517378267,0.0
1758370537,0.0
5673038111,0.0
1051911082,0.0
1634582439,0.0
7498154093,0.0
5223110483,0.0
1521029774,0.0
6169783835,0.0
1485712027,0.0
5353756527,0.0
649645570,0.0
1660597158,0.0
sandmanproject,0.0
7151328978,0.0
5143329070,0.0
1575371064,0.0
6171048390,0.0
6346825954,0.0
6869410909,0.0
1448434228,0.0
7224191085,0.0
1958059911,0.0
5033957446,0.0
1641060735,0.0
6728547040,0.0
6020307247,0.0
1488091515,0.0
822303018,0.0
5729341625,0.0
1570590990,0.0
1722476735,0.0
6564772386,0.0
1500713303,0.0
5072053465,0.0
1100766017,0.0
749236256,0.0
1387146551,0.0
1290490932,0.0
879124436,0.0
844752045,0.0
102193698,0.0
2020929479,0.0
843304284,0.0
1109343034,0.0
1511332255,0.0
1886863713,0.0
1755503689,0.0
1521362845,0.0
1412132361,0.0
5940105452,0.0
683572569,0.0
746512497,0.0
1562882078,0.0
1922599023,0.0
1889976888,0.0
1557719247,0.0
1597470854,0.0
451516218,0.0
1594134079,0.0
1451724036,0.0
1638333790,0.0
1537803953,0.0
1572484841,0.0
1581978958,0.0
6550842436,0.0
7321865880,0.0
6213022539,0.0
6480024055,0.0
1654137362,0.0
1384298410,0.0
1441114805,0.0
1541663433,0.0
1575150396,0.0
1177995756,0.0
96121555,0.0
200007725,0.0
5612189102,0.0
304507183,0.0
5980104817,0.0
Nyakundi,0.0
919485418,0.0
1326830275,0.0
6089559079,0.0
1947581332,0.0
8117267704,0.0
798639765,0.0
658198154,0.0
1480680912,0.0
1582508196,0.0
1928599787,0.0
6489516114,0.0
812293800,0.0
16325643,0.0
1552490690,0.0
121927041,0.0
5896569054,0.0
7595804756,0.0
1537097321,0.0
7715367127,0.0
5243985306,0.0
1999495984,0.0
1252354648,0.0
1486531998,0.0
2020710710,0.0
1583646076,0.0
1524881947,0.0
95491364,0.0
596814581,0.0
7422194120,0.0
1508089570,0.0
1566121282,0.0
5364710661,0.0
1432761356,0.0
2007704590,0.0
1601727986,0.0
2017760366,0.0
5786989726,0.0
1551220798,0.0
7177505566,0.0
1141446604,0.0
1807045533,0.0
1452127394,0.0
1508958755,0.0
1577668022,0.0
1563586552,0.0
126273583,0.0
6729548126,0.0
1677219101,0.0
429652127,0.0
610043844,0.0
8131872075,0.0
1587642468,0.0
7348392121,0.0
1088162266,0.0
1536384419,0.0
5639031647,0.0
5878330282,0.0
1495629994,0.0
rachblevins,0.0
6876355883,0.0
1902987630,0.0
1568616677,0.0
1447073189,0.0
1862380433,0.0
1532030520,0.0
532082462,0.0
1578993104,0.0
1235932866,0.0
1401079857,0.0
7774117243,0.0
7716288129,0.0
1524622371,0.0
1555617514,0.0
839053772,0.0
1476433233,0.0
5694915694,0.0
6939739127,0.0
1907303286,0.0
8166671580,0.0
5788212296,0.0
546393598,0.0
5247842718,0.0
1522266954,0.0
1074806410,0.0
5569593632,0.0
Theedinorogblog,0.0
321132853,0.0
330929445,0.0
127714955,0.0
1737354869,0.0
7013582050,0.0
1376749243,0.0
1518650744,0.0
1516637438,0.0
1848590105,0.0
1060792542,0.0
7186274983,0.0
7427982156,0.0
1642233877,0.0
1713788041,0.0
5613123211,0.0
1979889754,0.0
5082245652,0.0
7872247093,0.0
7477649340,0.0
1584109972,0.0
107281152,0.0
172236754,0.0
5609032257,0.0
7323160913,0.0
1614205936,0.0
1488603014,0.0
5203165083,0.0
1640768286,0.0
1461553594,0.0
5729005110,0.0
5430638491,0.0
2092014740,0.0
1800479594,0.0
1561193108,0.0
1770039655,0.0
735343334,0.0
1575307264,0.0
158076765,0.0
1525707537,0.0
1784941045,0.0
5413832351,0.0
1555167565,0.0
1546392521,0.0
1683148886,0.0
1088381164,0.0
201704413,0.0
7701066105,0.0
1534835640,0.0
1486925865,0.0
7831724039,0.0
1071727905,0.0
182760095,0.0
6128135865,0.0
anchabaranova,0.0
5607216967,0.0
1698394669,0.0
1548079299,0.0
1461930874,0.0
7545215758,0.0
1540813441,0.0
6460528631,0.0
754911813,0.0
1523675784,0.0
1625195058,0.0
113594074,0.0
973281777,0.0
leonid_volkov,0.0
382594127,0.0
5679165676,0.0
1475586827,0.0
6649264397,0.0
968608867,0.0
7944719226,0.0
1107529759,0.0
1312073558,0.0
1713648517,0.0
1567730350,0.0
233142233,0.0
49977881,0.0
okolofoto,0.0
2030376843,0.0
1595701013,0.0
1556105998,0.0
1424434965,0.0
1743895798,0.0
898160569,0.0
1890855779,0.0
1590078906,0.0
959447989,0.0
1547686320,0.0
1503268915,0.0
1541836853,0.0
1542797438,0.0
1916983151,0.0
1417443518,0.0
1699899542,0.0
1930132306,0.0
1341894671,0.0
1573425704,0.0
1237186412,0.0
5434603977,0.0
1522766321,0.0
7626571282,0.0
1581771651,0.0
1191197752,0.0
1503226380,0.0
610645990,0.0
5098557618,0.0
7614666219,0.0
1482442315,0.0
1695381196,0.0
6687877870,0.0
5115701342,0.0
5593084649,0.0
5889942743,0.0
7433990268,0.0
1623471801,0.0
7213933040,0.0
1557026626,0.0
1616056538,0.0
1056017129,0.0
1727382338,0.0
8018055192,0.0
7621625173,0.0
295681824,0.0
476173162,0.0
1584513565,0.0
5126135612,0.0
472047346,0.0
1502257257,0.0
1114832614,0.0
2019731562,0.0
1692989582,0.0
6414854048,0.0
1522642908,0.0
5433999357,0.0
6879168462,0.0
1550520697,0.0
7935788949,0.0
684340312,0.0
1548062915,0.0
7175372340,0.0
1532491192,0.0
14419938,0.0
1561001258,0.0
191399647,0.0
1018545256,0.0
7846495917,0.0
footballandartemfrankov,0.0
765728985,0.0
7620859311,0.0
6823058105,0.0
7571352842,0.0
1503872592,0.0
6780883268,0.0
1563786974,0.0
962568766,0.0
1531515202,0.0
5503589994,0.0
1863327466,0.0
1388334774,0.0
223560275,0.0
311543935,0.0
968575873,0.0
6787689184,0.0
1618883116,0.0
5282965533,0.0
6749437027,0.0
1529881063,0.0
1690287365,0.0
1681378919,0.0
1469499684,0.0
385398744,0.0
1974732068,0.0
1567300455,0.0
1588190262,0.0
6505484704,0.0
1683756078,0.0
1958171786,0.0
1505393317,0.0
5495465946,0.0
1420163413,0.0
78258781,0.0
1528366135,0.0
1401223708,0.0
1549923054,0.0
1974295708,0.0
1688040647,0.0
1689825033,0.0
224938090,0.0
1205094455,0.0
5773713541,0.0
1173837022,0.0
1111940640,0.0
1834918597,0.0
59185677,0.0
945458285,0.0
1882528912,0.0
5468571276,0.0
1579761242,0.0
2058865863,0.0
1496836066,0.0
5075217443,0.0
1519159469,0.0
7411114911,0.0
5295508228,0.0
1534295028,0.0
1624789654,0.0
qresearch_at,0.0
1669139135,0.0
1262564208,0.0
1383771095,0.0
1599965471,0.0
7410319562,0.0
67485699,0.0
7244776255,0.0
1532942647,0.0
1612382152,0.0
1870574427,0.0
1646714146,0.0
neuroinrp,0.0
748634721,0.0
6198568747,0.0
1532459693,0.0
1529357185,0.0
6456097931,0.0
975697657,0.0
5667761800,0.0
1494407369,0.0
1317446329,0.0
5684510355,0.0
1533597737,0.0
1670896668,0.0
1545380037,0.0
1220127792,0.0
1933439466,0.0
1549675541,0.0
1557117717,0.0
1561155203,0.0
5802485725,0.0
7063502804,0.0
7143552503,0.0
1706473006,0.0
5756356964,0.0
1526732014,0.0
7183612838,0.0
6535539658,0.0
1427797431,0.0
1579478311,0.0
1799514918,0.0
1565789384,0.0
5906332176,0.0
1518152486,0.0
1411484536,0.0
1704638492,0.0
1503010120,0.0
1694283998,0.0
1761689860,0.0
1566447346,0.0
7337962104,0.0
1910774005,0.0
5932723355,0.0
2007004828,0.0
1513467856,0.0
1846785352,0.0
1690143969,0.0
7079375336,0.0
1978419281,0.0
1577281972,0.0
1881209080,0.0
1510550143,0.0
1559445500,0.0
1888100061,0.0
5103206963,0.0
1532980960,0.0
diana_spletni_live,0.0
1838974557,0.0
2007440589,0.0
1530911347,0.0
1258456793,0.0
1527043659,0.0
571294747,0.0
1525635627,0.0
1084761142,0.0
878050785,0.0
6178485068,0.0
5500163171,0.0
1539755199,0.0
7499781244,0.0
1404309133,0.0
1585034223,0.0
1904112211,0.0
7354463141,0.0
1533482427,0.0
1435496206,0.0
1855546187,0.0
1782070425,0.0
1297415469,0.0
1510666577,0.0
1550745376,0.0
1504825527,0.0
5010645802,0.0
1758107849,0.0
1538924349,0.0
1873268288,0.0
1606449257,0.0
5275139577,0.0
2024714291,0.0
1460989168,0.0
1551330896,0.0
6498853578,0.0
1563104585,0.0
1122528202,0.0
1458704889,0.0
1555159399,0.0
1909101275,0.0
5036105950,0.0
1491915848,0.0
1420887680,0.0
1485741542,0.0
7443149637,0.0
1741424679,0.0
1560861656,0.0
1594135036,0.0
1563134855,0.0
520998980,0.0
5458052822,0.0
6549727698,0.0
1518590701,0.0
1764845260,0.0
1817409673,0.0
1684655474,0.0
7309475183,0.0
1236414342,0.0
616554134,0.0
7097147261,0.0
1578148267,0.0
7998482350,0.0
1561595252,0.0
1933818776,0.0
1213625822,0.0
5009155827,0.0
1518751586,0.0
1002332240,0.0
559976489,0.0
1503542491,0.0
1743878922,0.0
1529242832,0.0
1551853774,0.0
642730033,0.0
1194263440,0.0
1967556421,0.0
1520067071,0.0
1506926484,0.0
6682818725,0.0
1533914400,0.0
1525490343,0.0
1505847068,0.0
1969086756,0.0
chipda,0.0
373643149,0.0
2088453339,0.0
1758857947,0.0
5084507855,0.0
1818109638,0.0
1594193543,0.0
104556224,0.0
1590929321,0.0
7768201198,0.0
1478485250,0.0
7866765688,0.0
7502994587,0.0
6347051416,0.0
1681908371,0.0
1216068,0.0
118605378,0.0
na_begu,0.0
6572057282,0.0
1615981327,0.0
5828793886,0.0
7226515857,0.0
7288144655,0.0
1454941597,0.0
6290330223,0.0
707956911,0.0
Ateobreaking,0.0
505534821,0.0
1512683981,0.0
1566910660,0.0
7859096790,0.0
8091611313,0.0
1580081861,0.0
1530814705,0.0
1603886661,0.0
637523157,0.0
1828393384,0.0
5411428025,0.0
1425327455,0.0
629172886,0.0
1538308461,0.0
1441283405,0.0
5054314984,0.0
1548067673,0.0
7691548328,0.0
1438369624,0.0
1506763062,0.0
6368501159,0.0
1681814752,0.0
1137374728,0.0
816374820,0.0
1519128552,0.0
1533897976,0.0
719765499,0.0
1513337603,0.0
2080229694,0.0
484176118,0.0
7041977501,0.0
6781686934,0.0
5192721881,0.0
1625553307,0.0
1571714298,0.0
5668206428,0.0
1504268136,0.0
1934350377,0.0
5969200740,0.0
1598689174,0.0
1560135323,0.0
1565071845,0.0
1513424187,0.0
5548211996,0.0
1407848914,0.0
97158677,0.0
AnatoliyAmelin,0.0
212596181,0.0
1666695922,0.0
2099030924,0.0
1414909069,0.0
598207483,0.0
1562119635,0.0
1892660943,0.0
1754072261,0.0
6815519427,0.0
1579424325,0.0
5905569095,0.0
704635708,0.0
5858558342,0.0
6332217038,0.0
1810884204,0.0
5509484353,0.0
1553483917,0.0
295697998,0.0
1527832018,0.0
178593329,0.0
1519657527,0.0
6547955053,0.0
CheLineTv,0.0
6636732123,0.0
5759814681,0.0
906220327,0.0
5105168383,0.0
390555466,0.0
203521643,0.0
accendiilcervello,0.0
1598994014,0.0
1533801696,0.0
1560028594,0.0
807015143,0.0
5257152780,0.0
5782706063,0.0
5264096272,0.0
1513701535,0.0
1261365680,0.0
1508233322,0.0
1218579651,0.0
1400326026,0.0
1744214987,0.0
1726755940,0.0
1451620660,0.0
1993931532,0.0
1705865887,0.0
153252322,0.0
1516481242,0.0
1361197820,0.0
1497924663,0.0
1530548742,0.0
6869704192,0.0
1585418644,0.0
467094518,0.0
831862509,0.0
5457800342,0.0
874379245,0.0
5463744417,0.0
IniciaelCambioLC,0.0
1369014950,0.0
995218967,0.0
1923206639,0.0
2022884889,0.0
1619522507,0.0
1960884621,0.0
1542357307,0.0
1589278371,0.0
1342888104,0.0
5572252836,0.0
1539284057,0.0
5252519882,0.0
958401605,0.0
660774274,0.0
1414244497,0.0
5175851608,0.0
1509520119,0.0
1528752707,0.0
2075954771,0.0
1591412316,0.0
5747821957,0.0
6307081458,0.0
1658396297,0.0
2069872287,0.0
1445469087,0.0
6834341997,0.0
315248856,0.0
197158596,0.0
1536590062,0.0
1576461271,0.0
1457694696,0.0
1508702243,0.0
939232088,0.0
1887165032,0.0
6725642090,0.0
1217925698,0.0
1737496882,0.0
1769031350,0.0
5167360203,0.0
kart_elios,0.0
628014053,0.0
1540136038,0.0
6258692871,0.0
1502961590,0.0
147065186,0.0
610470762,0.0
1618281880,0.0
5493590501,0.0
1552251842,0.0
1561787855,0.0
1501060713,0.0
1540680547,0.0
1787471001,0.0
5803855373,0.0
1089648648,0.0
1943620208,0.0
5328152803,0.0
1502906476,0.0
6681564942,0.0
1638742465,0.0
6239469394,0.0
1522215596,0.0
1208186630,0.0
1138692152,0.0
1538976867,0.0
7033123023,0.0
1562030108,0.0
1829899982,0.0
6530529638,0.0
1682109697,0.0
1724127462,0.0
1833581816,0.0
289095735,0.0
1564332721,0.0
1581118075,0.0
5333002200,0.0
2021375648,0.0
6080164692,0.0
1901714579,0.0
1534101287,0.0
1410052629,0.0
1605076622,0.0
56130951,0.0
1352619572,0.0
6466691712,0.0
6635533551,0.0
6003795252,0.0
1457756495,0.0
1579950523,0.0
1682843024,0.0
1545010384,0.0
1624785339,0.0
1590736626,0.0
1777878393,0.0
1417686710,0.0
1554375009,0.0
1312693034,0.0
1598387385,0.0
1571764108,0.0
1474645932,0.0
6760973594,0.0
1541185103,0.0
1599720628,0.0
6493526843,0.0
1620769057,0.0
6757539937,0.0
254619221,0.0
2062807044,0.0
114384304,0.0
579811989,0.0
1654222211,0.0
691547113,0.0
1229505767,0.0
745430308,0.0
5101015675,0.0
1911791036,0.0
1327944980,0.0
1671328642,0.0
6208133505,0.0
1192302509,0.0
1393534474,0.0
1506068228,0.0
6408545747,0.0
Saararchiv,0.0
6157114712,0.0
1598808252,0.0
1950559621,0.0
5624901113,0.0
1691932608,0.0
704562241,0.0
1247601415,0.0
987754889,0.0
483962834,0.0
5197674408,0.0
1090132666,0.0
99704351,0.0
890514251,0.0
1842866714,0.0
64546139,0.0
1585288419,0.0
1502529505,0.0
5411211708,0.0
495821665,0.0
1592070440,0.0
5764487565,0.0
1299667779,0.0
6861597120,0.0
1566118463,0.0
5740575043,0.0
1857144964,0.0
1512830051,0.0
6146771170,0.0
1659648277,0.0
1546845477,0.0
279259471,0.0
264793088,0.0
1427526734,0.0
5645891920,0.0
5082012088,0.0
historiaufo,0.0
1195225423,0.0
893675277,0.0
1400126015,0.0
6164289511,0.0
1615644045,0.0
7432551859,0.0
1524284691,0.0
1347030005,0.0
1554261377,0.0
1514125455,0.0
1428078260,0.0
727386931,0.0
199188432,0.0
600465045,0.0
meandadhd,0.0
923217340,0.0
522175861,0.0
VictoryDrones2023,0.0
1343410499,0.0
160339370,0.0
721104259,0.0
6922128639,0.0
6014210572,0.0
6917189219,0.0
870687863,0.0
1905410617,0.0
1562718407,0.0
5212283406,0.0
1620994711,0.0
5248613837,0.0
1604461478,0.0
6392941519,0.0
5332984967,0.0
6644942912,0.0
1500172597,0.0
1577965761,0.0
1586834877,0.0
6767041638,0.0
1525378202,0.0
2027038734,0.0
968225443,0.0
1228610048,0.0
1679178864,0.0
885183699,0.0
1552682664,0.0
2045611797,0.0
5986211335,0.0
895960455,0.0
1614541394,0.0
5717400891,0.0
451710875,0.0
1605599759,0.0
406999026,0.0
1707012825,0.0
1466138979,0.0
1345628997,0.0
110234404,0.0
472146429,0.0
1459071967,0.0
s4illimati,0.0
5230382183,0.0
5564000606,0.0
1534887343,0.0
328912528,0.0
5718979062,0.0
5665062045,0.0
1099707062,0.0
1557476508,0.0
1517222535,0.0
1117339284,0.0
881893787,0.0
533979406,0.0
727995120,0.0
pu05z,0.0
6820074123,0.0
1225662438,0.0
6910755259,0.0
1719761266,0.0
1692439456,0.0
5091577689,0.0
332113251,0.0
2085239328,0.0
1972771444,0.0
angelinatroyann,0.0
753147865,0.0
5437931568,0.0
2112766280,0.0
1607686443,0.0
6500874992,0.0
1040804471,0.0
1688512736,0.0
1626363337,0.0
6938779707,0.0
1649125516,0.0
1598827506,0.0
5052746595,0.0
5281817219,0.0
5240072023,0.0
1692340059,0.0
1309023250,0.0
Absurdistan1,0.0
499645791,0.0
5008181727,0.0
1930034405,0.0
1760750176,0.0
eXtinctionRebellion,0.0
133335022,0.0
1449160448,0.0
5055609575,0.0
1142264281,0.0
Trump2021news,0.0
1853322392,0.0
5376326552,0.0
cinema_boogaloo,0.0
30365626,0.0
6837253353,0.0
6031534198,0.0
5044700579,0.0
5643310451,0.0
1583526790,0.0
1691176071,0.0
1545337663,0.0
5014517507,0.0
1671167459,0.0
6054732013,0.0
1994540737,0.0
1267260814,0.0
2062291870,0.0
326030588,0.0
6064910783,0.0
5531743442,0.0
1235591540,0.0
1508386933,0.0
7115444241,0.0
6519138653,0.0
2030181026,0.0
1116599082,0.0
781443697,0.0
732938530,0.0
1452055742,0.0
232463290,0.0
5270918929,0.0
1548951454,0.0
565833599,0.0
63579163,0.0
5332220993,0.0
1820182270,0.0
2011744698,0.0
775289278,0.0
1585720683,0.0
6501323537,0.0
6866892017,0.0
1529826489,0.0
1578394896,0.0
1780136829,0.0
1055871285,0.0
2118440169,0.0
1367553802,0.0
1588937644,0.0
1407603467,0.0
1002807351,0.0
5533301156,0.0
660756389,0.0
548634221,0.0
MisterDolphinNotes,0.0
658593508,0.0
aktuellekrise,0.0
5997277179,0.0
1873444689,0.0
264970803,0.0
1454120809,0.0
1501508519,0.0
2081890208,0.0
2134104343,0.0
1747941992,0.0
5325105502,0.0
5478226319,0.0
424311649,0.0
134805530,0.0
1433951732,0.0
1513106440,0.0
696582205,0.0
1488443741,0.0
1950464023,0.0
1554415127,0.0
291254962,0.0
1536171707,0.0
1767748194,0.0
1556942748,0.0
5127699269,0.0
217429275,0.0
5516568573,0.0
476266681,0.0
1714237549,0.0
redPillAwaken,0.0
1518498464,0.0
149844390,0.0
220328545,0.0
1840656035,0.0
1644894601,0.0
5693453820,0.0
1355327892,0.0
1564235243,0.0
6192604011,0.0
1484547114,0.0
1477011874,0.0
6856489356,0.0
2068659373,0.0
1448796197,0.0
1543828680,0.0
1686943617,0.0
1405280046,0.0
5550970528,0.0
7442380505,0.0
1996481882,0.0
430328683,0.0
1740406151,0.0
7153688982,0.0
5286478385,0.0
1577831547,0.0
1546361072,0.0
2137961791,0.0
1223940012,0.0
1524955820,0.0
1573219308,0.0
5471750025,0.0
1273497546,0.0
1303247832,0.0
78279304,0.0
5369725590,0.0
768133763,0.0
1612412652,0.0
6380268101,0.0
1035277408,0.0
5022460653,0.0
5213291653,0.0
1634216827,0.0
6531129465,0.0
1757457833,0.0
1488637293,0.0
1679538131,0.0
1501455046,0.0
1620308016,0.0
85218517,0.0
5131331688,0.0
5480479375,0.0
vladbiletchi,0.0
1576404213,0.0
1414210394,0.0
6082911681,0.0
1735980149,0.0
1594102668,0.0
1524634747,0.0
1489499920,0.0
1655977471,0.0
595630119,0.0
indaafrica,0.0
5198451100,0.0
fakel_mrg,0.0
6005227320,0.0
5294346508,0.0
1565375157,0.0
1488984952,0.0
1662382767,0.0
6628181239,0.0
353797409,0.0
1434237819,0.0
6496195618,0.0
5668483906,0.0
5077529072,0.0
5268365303,0.0
5140146321,0.0
1906615836,0.0
5352789393,0.0
1479854654,0.0
2077930297,0.0
7003964353,0.0
21516186,0.0
7048322032,0.0
1638274392,0.0
799247603,0.0
1458148749,0.0
175732965,0.0
484729861,0.0
6634808372,0.0
5550696909,0.0
1709009135,0.0
610784064,0.0
5343065059,0.0
musk_twitter,0.0
6609337228,0.0
6187039777,0.0
1522554847,0.0
47802146,0.0
1641053586,0.0
1560957517,0.0
734874870,0.0
5624556305,0.0
1564338909,0.0
1511388730,0.0
1464635122,0.0
1500259182,0.0
1514502335,0.0
480211653,0.0
75481511,0.0
202925701,0.0
5138560608,0.0
90463264,0.0
1609552481,0.0
5101929396,0.0
1666048504,0.0
1948944383,0.0
126311374,0.0
opinionilibertarienews,0.0
1559719253,0.0
